"name","trait","count","percent"
"Solana","BACKGROUND","6001","100"
"Black","FUR","638","10.631561406432262"
"Blue","FUR","282","4.699216797200466"
"Brown","FUR","765","12.747875354107649"
"Cheetah","FUR","269","4.482586235627395"
"Cream","FUR","443","7.382102982836194"
"Dark Brown","FUR","790","13.164472587902015"
"Death Bot","FUR","120","1.9996667222129645"
"Dmt","FUR","103","1.7163806032327946"
"Gold","FUR","60","0.9998333611064822"
"Golden Brown","FUR","497","8.281953007832028"
"Grey","FUR","287","4.78253624395934"
"Noise","FUR","131","2.182969505082486"
"Pink","FUR","300","4.999166805532411"
"Red","FUR","315","5.249125145809032"
"Robot","FUR","183","3.0494917513747706"
"Tan","FUR","360","5.9990001666388935"
"Trippy","FUR","70","1.1664722546242294"
"White","FUR","226","3.7660389935010827"
"Zombie","FUR","162","2.6995500749875023"
"Admirals Coat","CLOTHES","70","1.1664722546242294"
"Bandolier","CLOTHES","117","1.9496750541576406"
"Basc T Black","CLOTHES","133","2.2162972837860355"
"Basc T Red","CLOTHES","129","2.149641726378937"
"Biker Vest","CLOTHES","133","2.2162972837860355"
"Black Coat","CLOTHES","70","1.1664722546242294"
"Black Holes T","CLOTHES","124","2.066322279620063"
"Black T","CLOTHES","172","2.866188968505249"
"Blue Dress","CLOTHES","48","0.7998666888851859"
"Bone Necklace","CLOTHES","89","1.4830861523079486"
"Bone Tee","CLOTHES","105","1.749708381936344"
"Caveman Pelt","CLOTHES","58","0.9665055824029328"
"Cowboy Shirt","CLOTHES","46","0.7665389101816364"
"EMPTY","CLOTHES","1223","20.379936677220464"
"Guayabera","CLOTHES","109","1.8163639393434425"
"Hawaiian","CLOTHES","113","1.8830194967505414"
"Hip Hop","CLOTHES","55","0.9165139143476088"
"Kings Robe","CLOTHES","65","1.0831528078653558"
"Lab Coat","CLOTHES","55","0.9165139143476088"
"Leather Jacket","CLOTHES","102","1.69971671388102"
"Leather Punk Jacket","CLOTHES","129","2.149641726378937"
"Lumberjack Shirt","CLOTHES","106","1.7663722712881187"
"Navy Stripped T","CLOTHES","173","2.882852857857024"
"Pimp Coat","CLOTHES","79","1.3164472587902016"
"Prison Jumpsuit","CLOTHES","125","2.0829861689718383"
"Prom Dress","CLOTHES","62","1.0331611398100315"
"Puffy Vest","CLOTHES","116","1.9330111648058657"
"Rainbow Suspender","CLOTHES","64","1.066488918513581"
"Sailor Shirt","CLOTHES","192","3.1994667555407434"
"Service","CLOTHES","127","2.1163139476753874"
"Sleeveless Logo T","CLOTHES","128","2.132977837027162"
"Sleeveless T","CLOTHES","184","3.066155640726546"
"Smoking Jacket","CLOTHES","129","2.149641726378937"
"Spacesuit","CLOTHES","59","0.9831694717547076"
"Stripped Tee","CLOTHES","252","4.199300116647225"
"Stunt Jacket","CLOTHES","102","1.69971671388102"
"Tanktop","CLOTHES","123","2.0496583902682888"
"Tie Dye","CLOTHES","102","1.69971671388102"
"Toga","CLOTHES","119","1.9830028328611897"
"Tuxedo Tee","CLOTHES","117","1.9496750541576406"
"Tweed Suit","CLOTHES","49","0.8165305782369604"
"Vietnam Jacket","CLOTHES","122","2.032994500916514"
"Wool Turtleneck","CLOTHES","133","2.2162972837860355"
"Work Vest","CLOTHES","193","3.216130644892518"
"3D","EYES","320","5.332444592567906"
"Angry","EYES","282","4.699216797200466"
"Blindfold","EYES","152","2.532911181469755"
"Bloodshot","EYES","482","8.031994667555407"
"Blue Beams","EYES","7","0.11664722546242293"
"Bored","EYES","1310","21.829695050824864"
"Closed","EYES","412","6.8655224129311785"
"Coins","EYES","224","3.7327112147975336"
"Crazy","EYES","262","4.365939010164972"
"Cyborg","EYES","63","1.0498250291618063"
"Eyepatch","EYES","174","2.8995167472087986"
"Heart","EYES","229","3.816030661556407"
"Holographic","EYES","124","2.066322279620063"
"Hypnotized","EYES","117","1.9496750541576406"
"Laser Eyes","EYES","5","0.08331944675887352"
"Robot","EYES","195","3.2494584235960673"
"Sad","EYES","342","5.699050158306949"
"Scumbag","EYES","168","2.79953341109815"
"Sleepy","EYES","409","6.815530744875854"
"Sunglasses","EYES","192","3.1994667555407434"
"Wide Eyed","EYES","302","5.032494584235961"
"X Eyes","EYES","103","1.7163806032327946"
"Zombie","EYES","127","2.1163139476753874"
"Boerd Unshaven Bubblegum","MOUTH","51","0.84985835694051"
"Bored","MOUTH","966","16.097317113814363"
"Bored Bubblegum","MOUTH","37","0.616563906015664"
"Bored Cigar","MOUTH","115","1.916347275454091"
"Bored Cigarette","MOUTH","117","1.9496750541576406"
"Bored Dagger","MOUTH","57","0.9498416930511582"
"Bored Kazoo","MOUTH","60","0.9998333611064822"
"Bored Party Horn","MOUTH","49","0.8165305782369604"
"Bored Pipe","MOUTH","43","0.7165472421263123"
"Bored Pizza","MOUTH","63","1.0498250291618063"
"Bored Solana","MOUTH","504","8.39860023329445"
"Bored Unshaved Pipe","MOUTH","54","0.899850024995834"
"Bored Unshaven","MOUTH","869","14.480919846692217"
"Bored Unshaven Cigar","MOUTH","63","1.0498250291618063"
"Bored Unshaven Cigarette","MOUTH","254","4.232627895350775"
"Bored Unshaven Dagger","MOUTH","61","1.016497250458257"
"Bored Unshaven Kazoo","MOUTH","60","0.9998333611064822"
"Bored Unshaven Party Horn","MOUTH","54","0.899850024995834"
"Bored Unshaven Pizza","MOUTH","76","1.2664555907348776"
"Bored Unshaven Solana","MOUTH","374","6.232294617563739"
"Discomfort","MOUTH","115","1.916347275454091"
"Dumbfounded","MOUTH","213","3.5494084319280117"
"Grin","MOUTH","231","3.849358440259957"
"Grin Diamond Grill","MOUTH","60","0.9998333611064822"
"Grin Gold Grill","MOUTH","62","1.0331611398100315"
"Grin Multicolor","MOUTH","65","1.0831528078653558"
"Jovial","MOUTH","188","3.132811198133644"
"Phoneme L","MOUTH","157","2.6162306282286285"
"Phoneme Oh","MOUTH","130","2.1663056157307117"
"Phoneme Ooo","MOUTH","119","1.9830028328611897"
"Phoneme Vuh","MOUTH","187","3.1161473087818696"
"Phoneme Wah","MOUTH","68","1.13314447592068"
"Rage","MOUTH","195","3.2494584235960673"
"Small Grin","MOUTH","166","2.766205632394601"
"Tongue Out","MOUTH","118","1.9663389435094152"
"Army Hat","HATS","193","3.216130644892518"
"Baby Bonet","HATS","111","1.8496917180469923"
"Bandana Blue","HATS","66","1.0998166972171306"
"Basc Flipped Brim","HATS","185","3.08281953007832"
"Basc Hat Black","HATS","114","1.8996833861023164"
"Basc Hat Red","HATS","50","0.8331944675887352"
"Beanie","HATS","342","5.699050158306949"
"Bowler","HATS","190","3.166138976837194"
"Bunny Ears","HATS","118","1.9663389435094152"
"Commie Hat","HATS","194","3.2327945342442925"
"Cowboy Hat","HATS","224","3.7327112147975336"
"Empty","HATS","1128","18.796867188801865"
"Faux Hawk","HATS","59","0.9831694717547076"
"Fez","HATS","254","4.232627895350775"
"Fisherman Hat","HATS","237","3.9493417763706047"
"Girl Hair Short","HATS","148","2.466255624062656"
"Girls Pink Hair","HATS","65","1.0831528078653558"
"Halo","HATS","170","2.8328611898017"
"Horns","HATS","124","2.066322279620063"
"Irish Boho","HATS","120","1.9996667222129645"
"Kings Crown","HATS","54","0.899850024995834"
"Laurel Wreath","HATS","60","0.9998333611064822"
"Party Hat","HATS","73","1.2164639226795533"
"Party Hat 2","HATS","54","0.899850024995834"
"Police Morotcycle Helmet","HATS","53","0.8831861356440593"
"Prussian Helmet","HATS","59","0.9831694717547076"
"S&M Hat","HATS","188","3.132811198133644"
"Safari","HATS","121","2.0163306115647393"
"Sea Capitan Hat","HATS","177","2.949508415264123"
"Seaman Hat","HATS","282","4.699216797200466"
"Short Mohawk","HATS","191","3.1828028661889682"
"Spinner Hat","HATS","125","2.0829861689718383"
"Stuntman Helmet","HATS","126","2.0996500583236126"
"Sushi Chef Headband","HATS","110","1.8330278286952175"
"Trippy Captains Hat","HATS","73","1.2164639226795533"
"Vietnam Era Helmet","HATS","117","1.9496750541576406"
"Ww2 Pilot Helm","HATS","46","0.7665389101816364"
"Cross","EARRING","42","0.6998833527745375"
"Diamond Stud","EARRING","114","1.8996833861023164"
"EMPTY","EARRING","4208","70.12164639226796"
"Gold Hoop","EARRING","288","4.799200133311115"
"Gold Stud","EARRING","264","4.399266788868522"
"Silver Hoop","EARRING","628","10.464922512914514"
"Silver Stud","EARRING","457","7.615397433761039"
